"sex" "age" "prov" "n" "E"
"14151" "M" 10 "X71" 0 "4471.5"
"14152" "M" 11 "X71" 0 "4480.5"
"14153" "M" 12 "X71" 2 "4478.5"
"14154" "M" 13 "X71" 0 "4455"
"14155" "M" 14 "X71" 0 "4496"
"14156" "M" 15 "X71" 0 "4714"
"14157" "M" 16 "X71" 0 "4957.5"
"14158" "M" 17 "X71" 0 "5118"
"14159" "M" 18 "X71" 0 "5238.5"
"14160" "M" 19 "X71" 0 "5331"
"14161" "M" 20 "X71" 1 "5427.5"
"14162" "M" 21 "X71" 0 "5563.5"
"14163" "M" 22 "X71" 0 "5691.5"
"14164" "M" 23 "X71" 1 "5772"
"14165" "M" 24 "X71" 0 "5799"
"14166" "M" 25 "X71" 1 "5673.5"
"14167" "M" 26 "X71" 0 "5617"
"14168" "M" 27 "X71" 0 "5675"
"14169" "M" 28 "X71" 1 "5561.5"
"14170" "M" 29 "X71" 0 "5524.5"
"14171" "M" 30 "X71" 2 "5536"
"14172" "M" 31 "X71" 0 "5443"
"14173" "M" 32 "X71" 0 "5528"
"14174" "M" 33 "X71" 1 "5536.5"
"14175" "M" 34 "X71" 1 "5526.5"
"14176" "M" 35 "X71" 1 "5348"
"14177" "M" 36 "X71" 2 "5050"
"14178" "M" 37 "X71" 2 "4905"
"14179" "M" 38 "X71" 1 "4819.5"
"14180" "M" 39 "X71" 1 "4699"
"14181" "M" 40 "X71" 0 "4507"
"14182" "M" 41 "X71" 2 "4340"
"14183" "M" 42 "X71" 3 "4269.5"
"14184" "M" 43 "X71" 0 "4286.5"
"14185" "M" 44 "X71" 4 "4337"
"14186" "M" 45 "X71" 0 "4195.5"
"14187" "M" 46 "X71" 3 "4014.5"
"14188" "M" 47 "X71" 1 "3981.5"
"14189" "M" 48 "X71" 3 "4055"
"14190" "M" 49 "X71" 5 "4224"
"14191" "M" 50 "X71" 8 "4398.5"
"14192" "M" 51 "X71" 12 "4337.5"
"14193" "M" 52 "X71" 6 "4195"
"14194" "M" 53 "X71" 5 "3891"
"14195" "M" 54 "X71" 8 "3413.5"
"14196" "M" 55 "X71" 6 "3178"
"14197" "M" 56 "X71" 11 "3250.5"
"14198" "M" 57 "X71" 2 "3282.5"
"14199" "M" 58 "X71" 14 "3391.5"
"14200" "M" 59 "X71" 16 "3585"
"14201" "M" 60 "X71" 10 "3484.5"
"14202" "M" 61 "X71" 18 "3292.5"
"14203" "M" 62 "X71" 14 "3175.5"
"14204" "M" 63 "X71" 15 "3219.5"
"14205" "M" 64 "X71" 19 "3175.5"
"14206" "M" 65 "X71" 13 "3112.5"
"14207" "M" 66 "X71" 29 "3039"
"14208" "M" 67 "X71" 25 "2920"
"14209" "M" 68 "X71" 32 "2942"
"14210" "M" 69 "X71" 25 "2849.5"
"14211" "M" 70 "X71" 27 "2709.5"
"14212" "M" 71 "X71" 29 "2716"
"14213" "M" 72 "X71" 31 "2659.5"
"14214" "M" 73 "X71" 26 "2508"
"14215" "M" 74 "X71" 40 "2383.5"
"14216" "M" 75 "X71" 37 "2261.5"
"14217" "M" 76 "X71" 30 "2146"
"14218" "M" 77 "X71" 32 "1942.5"
"14219" "M" 78 "X71" 28 "1816"
"14220" "M" 79 "X71" 25 "1422"
"14221" "M" 80 "X71" 7 "898.5"
"14222" "M" 81 "X71" 26 "739.5"
"14223" "M" 82 "X71" 19 "773.5"
"14224" "M" 83 "X71" 15 "928"
"14225" "M" 84 "X71" 20 "964"
"14226" "M" 85 "X71" 21 "853"
"14227" "M" 86 "X71" 21 "747"
"14228" "M" 87 "X71" 12 "632.5"
"14229" "M" 88 "X71" 12 "516"
"14230" "M" 89 "X71" 10 "424"
"14231" "M" 90 "X71" 7 "323"
"14232" "M" 91 "X71" 5 "236"
"14233" "M" 92 "X71" 2 "169"
"14234" "M" 93 "X71" 3 "123.5"
"14235" "M" 94 "X71" 5 "88.5"
"14236" "M" 95 "X71" 4 "60.5"
"14237" "M" 96 "X71" 2 "36.5"
"14238" "M" 97 "X71" 0 "27"
"14239" "M" 98 "X71" 0 "16"
"14240" "M" 99 "X71" 0 "9"
"14241" "M" 100 "X71" 0 "11.5"
"14343" "M" 0 "X72" 0 "8647"
"14344" "M" 1 "X72" 0 "8703"
"14345" "M" 2 "X72" 0 "8900"
"14346" "M" 3 "X72" 0 "8904.5"
"14347" "M" 4 "X72" 0 "8972.5"
"14348" "M" 5 "X72" 1 "9091"
"14349" "M" 6 "X72" 1 "9441.5"
"14350" "M" 7 "X72" 0 "9733"
"14351" "M" 8 "X72" 0 "9782"
"14352" "M" 9 "X72" 0 "9682.5"
"14353" "M" 10 "X72" 0 "9827"
"14354" "M" 11 "X72" 0 "9869"
"14355" "M" 12 "X72" 0 "9758"
"14356" "M" 13 "X72" 0 "9746.5"
"14357" "M" 14 "X72" 0 "9983.5"
"14358" "M" 15 "X72" 0 "10437"
"14359" "M" 16 "X72" 0 "10718"
"14360" "M" 17 "X72" 1 "10966.5"
"14361" "M" 18 "X72" 1 "11169"
"14362" "M" 19 "X72" 0 "11444"
"14363" "M" 20 "X72" 2 "11981"
"14364" "M" 21 "X72" 1 "12380.5"
"14365" "M" 22 "X72" 0 "12513"
"14366" "M" 23 "X72" 2 "12855.5"
"14367" "M" 24 "X72" 2 "13130.5"
"14368" "M" 25 "X72" 2 "12937.5"
"14369" "M" 26 "X72" 0 "12660.5"
"14370" "M" 27 "X72" 2 "12757"
"14371" "M" 28 "X72" 3 "12889"
"14372" "M" 29 "X72" 1 "12634.5"
"14373" "M" 30 "X72" 2 "12539"
"14374" "M" 31 "X72" 2 "12699.5"
"14375" "M" 32 "X72" 0 "12806"
"14376" "M" 33 "X72" 4 "12776"
"14377" "M" 34 "X72" 2 "12792.5"
"14378" "M" 35 "X72" 2 "12390.5"
"14379" "M" 36 "X72" 1 "11798.5"
"14380" "M" 37 "X72" 5 "11678.5"
"14381" "M" 38 "X72" 2 "11411.5"
"14382" "M" 39 "X72" 5 "11026.5"
"14383" "M" 40 "X72" 6 "10544.5"
"14384" "M" 41 "X72" 7 "10427.5"
"14385" "M" 42 "X72" 2 "10378.5"
"14386" "M" 43 "X72" 5 "10069.5"
"14387" "M" 44 "X72" 10 "9969"
"14388" "M" 45 "X72" 6 "9702"
"14389" "M" 46 "X72" 6 "9423.5"
"14390" "M" 47 "X72" 6 "9421"
"14391" "M" 48 "X72" 10 "9748"
"14392" "M" 49 "X72" 17 "9945"
"14393" "M" 50 "X72" 19 "10200"
"14394" "M" 51 "X72" 10 "10134.5"
"14395" "M" 52 "X72" 20 "9770"
"14396" "M" 53 "X72" 22 "9221.5"
"14397" "M" 54 "X72" 10 "8106"
"14398" "M" 55 "X72" 18 "7588.5"
"14399" "M" 56 "X72" 17 "7699.5"
"14400" "M" 57 "X72" 17 "7588.5"
"14401" "M" 58 "X72" 20 "7902"
"14402" "M" 59 "X72" 23 "8090.5"
"14403" "M" 60 "X72" 27 "7619"
"14404" "M" 61 "X72" 37 "7445.5"
"14405" "M" 62 "X72" 38 "7162"
"14406" "M" 63 "X72" 33 "6911.5"
"14407" "M" 64 "X72" 50 "6991"
"14408" "M" 65 "X72" 39 "6904.5"
"14409" "M" 66 "X72" 50 "6629"
"14410" "M" 67 "X72" 60 "6569"
"14411" "M" 68 "X72" 61 "6644"
"14412" "M" 69 "X72" 54 "6263"
"14413" "M" 70 "X72" 76 "5762.5"
"14414" "M" 71 "X72" 78 "5687"
"14415" "M" 72 "X72" 72 "5549"
"14416" "M" 73 "X72" 69 "5111.5"
"14417" "M" 74 "X72" 71 "4644.5"
"14418" "M" 75 "X72" 61 "4349"
"14419" "M" 76 "X72" 71 "4172.5"
"14420" "M" 77 "X72" 82 "3823.5"
"14421" "M" 78 "X72" 62 "3755.5"
"14422" "M" 79 "X72" 55 "2947.5"
"14423" "M" 80 "X72" 30 "1832"
"14424" "M" 81 "X72" 41 "1652"
"14425" "M" 82 "X72" 33 "1692.5"
"14426" "M" 83 "X72" 49 "1882"
"14427" "M" 84 "X72" 51 "1885.5"
"14428" "M" 85 "X72" 35 "1696"
"14429" "M" 86 "X72" 46 "1479.5"
"14430" "M" 87 "X72" 39 "1223.5"
"14431" "M" 88 "X72" 39 "975.5"
"14432" "M" 89 "X72" 22 "766.5"
"14433" "M" 90 "X72" 21 "581.5"
"14434" "M" 91 "X72" 12 "429.5"
"14435" "M" 92 "X72" 15 "317.5"
"14436" "M" 93 "X72" 7 "232.5"
"14437" "M" 94 "X72" 2 "152.5"
"14438" "M" 95 "X72" 3 "73"
"14439" "M" 96 "X72" 2 "51.5"
"14440" "M" 97 "X72" 1 "32.5"
"14441" "M" 98 "X72" 1 "21"
"14442" "M" 99 "X72" 0 "14"
"14443" "M" 100 "X72" 0 "21.5"
"14545" "M" 0 "X73" 0 "3021.5"
"14546" "M" 1 "X73" 0 "3032.5"
"14547" "M" 2 "X73" 0 "3099.5"
"14548" "M" 3 "X73" 0 "3153"
"14549" "M" 4 "X73" 0 "3185"
"14550" "M" 5 "X73" 0 "3311.5"
"14551" "M" 6 "X73" 0 "3464.5"
"14552" "M" 7 "X73" 0 "3447.5"
"14553" "M" 8 "X73" 0 "3411"
"14554" "M" 9 "X73" 1 "3449.5"
"14555" "M" 10 "X73" 0 "3555"
"14556" "M" 11 "X73" 0 "3615"
"14557" "M" 12 "X73" 0 "3621.5"
"14558" "M" 13 "X73" 1 "3702.5"
"14559" "M" 14 "X73" 1 "3818"
"14560" "M" 15 "X73" 0 "3948"
"14561" "M" 16 "X73" 0 "4059"
"14562" "M" 17 "X73" 0 "4165.5"
"14563" "M" 18 "X73" 0 "4314"
"14564" "M" 19 "X73" 0 "4507.5"
"14565" "M" 20 "X73" 0 "4638.5"
"14566" "M" 21 "X73" 1 "4819"
"14567" "M" 22 "X73" 0 "5002.5"
"14568" "M" 23 "X73" 1 "5062.5"
"14569" "M" 24 "X73" 1 "5014.5"
"14570" "M" 25 "X73" 1 "4858.5"
"14571" "M" 26 "X73" 0 "4672"
"14572" "M" 27 "X73" 0 "4582.5"
"14573" "M" 28 "X73" 1 "4426"
"14574" "M" 29 "X73" 0 "4386"
"14575" "M" 30 "X73" 0 "4380"
"14576" "M" 31 "X73" 0 "4287.5"
"14577" "M" 32 "X73" 1 "4342"
"14578" "M" 33 "X73" 0 "4425"
"14579" "M" 34 "X73" 0 "4391"
"14580" "M" 35 "X73" 1 "4190.5"
"14581" "M" 36 "X73" 1 "3991"
"14582" "M" 37 "X73" 2 "4029"
"14583" "M" 38 "X73" 0 "4066.5"
"14584" "M" 39 "X73" 1 "3977.5"
"14585" "M" 40 "X73" 0 "3831"
"14586" "M" 41 "X73" 1 "3780.5"
"14587" "M" 42 "X73" 2 "3792"
"14588" "M" 43 "X73" 3 "3766"
"14589" "M" 44 "X73" 3 "3688"
"14590" "M" 45 "X73" 2 "3642"
"14591" "M" 46 "X73" 3 "3588.5"
"14592" "M" 47 "X73" 7 "3619"
"14593" "M" 48 "X73" 2 "3785"
"14594" "M" 49 "X73" 6 "3906.5"
"14595" "M" 50 "X73" 5 "4045.5"
"14596" "M" 51 "X73" 6 "4064"
"14597" "M" 52 "X73" 4 "3903.5"
"14598" "M" 53 "X73" 9 "3655.5"
"14599" "M" 54 "X73" 8 "3286.5"
"14600" "M" 55 "X73" 6 "3076.5"
"14601" "M" 56 "X73" 7 "3091.5"
"14602" "M" 57 "X73" 9 "3056"
"14603" "M" 58 "X73" 12 "3203"
"14604" "M" 59 "X73" 9 "3312"
"14605" "M" 60 "X73" 11 "3153"
"14606" "M" 61 "X73" 15 "3015.5"
"14607" "M" 62 "X73" 9 "2854.5"
"14608" "M" 63 "X73" 17 "2747.5"
"14609" "M" 64 "X73" 12 "2785"
"14610" "M" 65 "X73" 11 "2696"
"14611" "M" 66 "X73" 13 "2568.5"
"14612" "M" 67 "X73" 14 "2556"
"14613" "M" 68 "X73" 22 "2553.5"
"14614" "M" 69 "X73" 18 "2404.5"
"14615" "M" 70 "X73" 21 "2212.5"
"14616" "M" 71 "X73" 23 "2078"
"14617" "M" 72 "X73" 30 "1987.5"
"14618" "M" 73 "X73" 26 "1938"
"14619" "M" 74 "X73" 28 "1885"
"14620" "M" 75 "X73" 28 "1771.5"
"14621" "M" 76 "X73" 35 "1685"
"14622" "M" 77 "X73" 27 "1558.5"
"14623" "M" 78 "X73" 25 "1450.5"
"14624" "M" 79 "X73" 30 "1119"
"14625" "M" 80 "X73" 18 "726"
"14626" "M" 81 "X73" 18 "612"
"14627" "M" 82 "X73" 17 "628.5"
"14628" "M" 83 "X73" 10 "678.5"
"14629" "M" 84 "X73" 19 "675"
"14630" "M" 85 "X73" 13 "617.5"
"14631" "M" 86 "X73" 11 "552.5"
"14632" "M" 87 "X73" 10 "437.5"
"14633" "M" 88 "X73" 10 "339"
"14634" "M" 89 "X73" 9 "256"
"14635" "M" 90 "X73" 7 "189.5"
"14636" "M" 91 "X73" 3 "145"
"14637" "M" 92 "X73" 8 "92.5"
"14638" "M" 93 "X73" 1 "55.5"
"14639" "M" 94 "X73" 0 "37.5"
"14640" "M" 95 "X73" 0 "24.5"
"14641" "M" 96 "X73" 0 "20"
"14642" "M" 97 "X73" 1 "10.5"
"14643" "M" 98 "X73" 2 "9.5"
"14644" "M" 99 "X73" 0 "6"
"14645" "M" 100 "X73" 0 "9"
"14747" "M" 0 "X74" 0 "2075"
"14748" "M" 1 "X74" 0 "2050"
"14749" "M" 2 "X74" 0 "2080"
"14750" "M" 3 "X74" 0 "2106.5"
"14751" "M" 4 "X74" 0 "2127"
"14752" "M" 5 "X74" 1 "2298"
"14753" "M" 6 "X74" 0 "2484.5"
"14754" "M" 7 "X74" 0 "2446"
"14755" "M" 8 "X74" 0 "2454"
"14756" "M" 9 "X74" 1 "2523.5"
"14757" "M" 10 "X74" 0 "2500.5"
"14758" "M" 11 "X74" 0 "2496.5"
"14759" "M" 12 "X74" 0 "2505.5"
"14760" "M" 13 "X74" 1 "2575.5"
"14761" "M" 14 "X74" 0 "2693"
"14762" "M" 15 "X74" 0 "2697.5"
"14763" "M" 16 "X74" 0 "2793.5"
"14764" "M" 17 "X74" 0 "2912.5"
"14765" "M" 18 "X74" 0 "2972"
"14766" "M" 19 "X74" 2 "3109"
"14767" "M" 20 "X74" 1 "3201.5"
"14768" "M" 21 "X74" 0 "3199"
"14769" "M" 22 "X74" 0 "3259.5"
"14770" "M" 23 "X74" 0 "3314"
"14771" "M" 24 "X74" 0 "3334"
"14772" "M" 25 "X74" 0 "3254"
"14773" "M" 26 "X74" 0 "3133.5"
"14774" "M" 27 "X74" 0 "3071.5"
"14775" "M" 28 "X74" 0 "3000"
"14776" "M" 29 "X74" 0 "3020.5"
"14777" "M" 30 "X74" 0 "3110.5"
"14778" "M" 31 "X74" 1 "3085.5"
"14779" "M" 32 "X74" 0 "3060.5"
"14780" "M" 33 "X74" 0 "3073"
"14781" "M" 34 "X74" 1 "3069"
"14782" "M" 35 "X74" 2 "3020"
"14783" "M" 36 "X74" 0 "2925.5"
"14784" "M" 37 "X74" 0 "2863.5"
"14785" "M" 38 "X74" 1 "2786"
"14786" "M" 39 "X74" 2 "2724"
"14787" "M" 40 "X74" 0 "2639.5"
"14788" "M" 41 "X74" 3 "2552.5"
"14789" "M" 42 "X74" 1 "2561"
"14790" "M" 43 "X74" 1 "2524"
"14791" "M" 44 "X74" 2 "2440.5"
"14792" "M" 45 "X74" 1 "2367.5"
"14793" "M" 46 "X74" 0 "2321.5"
"14794" "M" 47 "X74" 1 "2356.5"
"14795" "M" 48 "X74" 3 "2489"
"14796" "M" 49 "X74" 2 "2608"
"14797" "M" 50 "X74" 4 "2664"
"14798" "M" 51 "X74" 2 "2630.5"
"14799" "M" 52 "X74" 5 "2517.5"
"14800" "M" 53 "X74" 6 "2325"
"14801" "M" 54 "X74" 7 "2059.5"
"14802" "M" 55 "X74" 4 "2031.5"
"14803" "M" 56 "X74" 8 "2119"
"14804" "M" 57 "X74" 3 "2065"
"14805" "M" 58 "X74" 8 "2088.5"
"14806" "M" 59 "X74" 7 "2228.5"
"14807" "M" 60 "X74" 12 "2210.5"
"14808" "M" 61 "X74" 5 "2085.5"
"14809" "M" 62 "X74" 5 "1970.5"
"14810" "M" 63 "X74" 13 "1867.5"
"14811" "M" 64 "X74" 10 "1852"
"14812" "M" 65 "X74" 11 "1831.5"
"14813" "M" 66 "X74" 22 "1747"
"14814" "M" 67 "X74" 18 "1783"
"14815" "M" 68 "X74" 20 "1849"
"14816" "M" 69 "X74" 19 "1744.5"
"14817" "M" 70 "X74" 21 "1614.5"
"14818" "M" 71 "X74" 25 "1611.5"
"14819" "M" 72 "X74" 20 "1542"
"14820" "M" 73 "X74" 15 "1464"
"14821" "M" 74 "X74" 24 "1354.5"
"14822" "M" 75 "X74" 20 "1296.5"
"14823" "M" 76 "X74" 25 "1294"
"14824" "M" 77 "X74" 21 "1225.5"
"14825" "M" 78 "X74" 16 "1137"
"14826" "M" 79 "X74" 19 "856"
"14827" "M" 80 "X74" 8 "517.5"
"14828" "M" 81 "X74" 7 "429"
"14829" "M" 82 "X74" 10 "481.5"
"14830" "M" 83 "X74" 15 "515.5"
"14831" "M" 84 "X74" 9 "478"
"14832" "M" 85 "X74" 13 "463"
"14833" "M" 86 "X74" 12 "390"
"14834" "M" 87 "X74" 4 "289"
"14835" "M" 88 "X74" 7 "252"
"14836" "M" 89 "X74" 9 "202.5"
"14837" "M" 90 "X74" 3 "147"
"14838" "M" 91 "X74" 1 "100.5"
"14839" "M" 92 "X74" 1 "59"
"14840" "M" 93 "X74" 3 "44"
"14841" "M" 94 "X74" 2 "26"
"14842" "M" 95 "X74" 1 "22.5"
"14843" "M" 96 "X74" 1 "16"
"14844" "M" 97 "X74" 1 "8.5"
"14845" "M" 98 "X74" 0 "6"
"14846" "M" 99 "X74" 0 "2.5"
"14847" "M" 100 "X74" 0 "6.5"
"14949" "M" 0 "X75" 1 "3875.5"
"14950" "M" 1 "X75" 1 "3909.5"
"14951" "M" 2 "X75" 1 "3884.5"
"14952" "M" 3 "X75" 0 "3955.5"
"14953" "M" 4 "X75" 0 "4086.5"
"14954" "M" 5 "X75" 0 "4244"
"14955" "M" 6 "X75" 0 "4542.5"
"14956" "M" 7 "X75" 0 "4570.5"
"14957" "M" 8 "X75" 0 "4489"
"14958" "M" 9 "X75" 0 "4501.5"
"14959" "M" 10 "X75" 0 "4559"
"14960" "M" 11 "X75" 1 "4558"
"14961" "M" 12 "X75" 0 "4605.5"
"14962" "M" 13 "X75" 0 "4741"
"14963" "M" 14 "X75" 0 "4841.5"
"14964" "M" 15 "X75" 0 "5027"
"14965" "M" 16 "X75" 0 "5198.5"
"14966" "M" 17 "X75" 0 "5391"
"14967" "M" 18 "X75" 0 "5631.5"
"14968" "M" 19 "X75" 0 "5912"
"14969" "M" 20 "X75" 0 "6142"
"14970" "M" 21 "X75" 0 "6212.5"
"14971" "M" 22 "X75" 2 "6348.5"
"14972" "M" 23 "X75" 0 "6486.5"
"14973" "M" 24 "X75" 0 "6482"
"14974" "M" 25 "X75" 0 "6268"
"14975" "M" 26 "X75" 2 "5911.5"
"14976" "M" 27 "X75" 0 "5873"
"14977" "M" 28 "X75" 0 "5874"
"14978" "M" 29 "X75" 0 "5786"
"14979" "M" 30 "X75" 1 "5793.5"
"14980" "M" 31 "X75" 1 "5821"
"14981" "M" 32 "X75" 1 "5852"
"14982" "M" 33 "X75" 0 "5780"
"14983" "M" 34 "X75" 2 "5831"
"14984" "M" 35 "X75" 0 "5749"
"14985" "M" 36 "X75" 1 "5470.5"
"14986" "M" 37 "X75" 4 "5352"
"14987" "M" 38 "X75" 3 "5226.5"
"14988" "M" 39 "X75" 1 "5167"
"14989" "M" 40 "X75" 1 "4875.5"
"14990" "M" 41 "X75" 2 "4749.5"
"14991" "M" 42 "X75" 1 "4874"
"14992" "M" 43 "X75" 4 "4874"
"14993" "M" 44 "X75" 4 "4836"
"14994" "M" 45 "X75" 4 "4779"
"14995" "M" 46 "X75" 5 "4621.5"
"14996" "M" 47 "X75" 6 "4701.5"
"14997" "M" 48 "X75" 7 "5028.5"
"14998" "M" 49 "X75" 5 "4953.5"
"14999" "M" 50 "X75" 8 "5067.5"
"15000" "M" 51 "X75" 7 "5259.5"
"15001" "M" 52 "X75" 10 "5152.5"
"15002" "M" 53 "X75" 11 "4699.5"
"15003" "M" 54 "X75" 16 "4134"
"15004" "M" 55 "X75" 8 "4071.5"
"15005" "M" 56 "X75" 14 "4252"
"15006" "M" 57 "X75" 16 "4184"
"15007" "M" 58 "X75" 17 "4212.5"
"15008" "M" 59 "X75" 20 "4450.5"
"15009" "M" 60 "X75" 17 "4483.5"
"15010" "M" 61 "X75" 22 "4130"
"15011" "M" 62 "X75" 21 "3953"
"15012" "M" 63 "X75" 29 "3990.5"
"15013" "M" 64 "X75" 26 "3970"
"15014" "M" 65 "X75" 26 "3955.5"
"15015" "M" 66 "X75" 35 "3866.5"
"15016" "M" 67 "X75" 39 "3830.5"
"15017" "M" 68 "X75" 43 "3989.5"
"15018" "M" 69 "X75" 44 "3927.5"
"15019" "M" 70 "X75" 48 "3622.5"
"15020" "M" 71 "X75" 47 "3344.5"
"15021" "M" 72 "X75" 46 "3125.5"
"15022" "M" 73 "X75" 37 "2887"
"15023" "M" 74 "X75" 50 "2685"
"15024" "M" 75 "X75" 48 "2544.5"
"15025" "M" 76 "X75" 44 "2385.5"
"15026" "M" 77 "X75" 31 "2096"
"15027" "M" 78 "X75" 40 "1995"
"15028" "M" 79 "X75" 44 "1589.5"
"15029" "M" 80 "X75" 15 "1032"
"15030" "M" 81 "X75" 18 "863.5"
"15031" "M" 82 "X75" 20 "889.5"
"15032" "M" 83 "X75" 28 "1008.5"
"15033" "M" 84 "X75" 24 "1033.5"
"15034" "M" 85 "X75" 42 "971.5"
"15035" "M" 86 "X75" 22 "801"
"15036" "M" 87 "X75" 18 "602"
"15037" "M" 88 "X75" 21 "499.5"
"15038" "M" 89 "X75" 7 "391.5"
"15039" "M" 90 "X75" 10 "265"
"15040" "M" 91 "X75" 8 "187.5"
"15041" "M" 92 "X75" 3 "140.5"
"15042" "M" 93 "X75" 4 "112.5"
"15043" "M" 94 "X75" 1 "70.5"
"15044" "M" 95 "X75" 0 "39"
"15045" "M" 96 "X75" 1 "26.5"
"15046" "M" 97 "X75" 0 "23.5"
"15047" "M" 98 "X75" 0 "19"
"15048" "M" 99 "X75" 0 "6.5"
"15049" "M" 100 "X75" 0 "4"
"15151" "M" 0 "X76" 0 "1926.5"
"15152" "M" 1 "X76" 0 "1962"
"15153" "M" 2 "X76" 0 "1950"
"15154" "M" 3 "X76" 0 "1989"
"15155" "M" 4 "X76" 0 "2044"
"15156" "M" 5 "X76" 0 "2120"
"15157" "M" 6 "X76" 0 "2261"
"15158" "M" 7 "X76" 0 "2247.5"
"15159" "M" 8 "X76" 0 "2250"
"15160" "M" 9 "X76" 0 "2351"
"15161" "M" 10 "X76" 0 "2332"
"15162" "M" 11 "X76" 0 "2334"
"15163" "M" 12 "X76" 0 "2371"
"15164" "M" 13 "X76" 0 "2492.5"
"15165" "M" 14 "X76" 0 "2552.5"
"15166" "M" 15 "X76" 1 "2533.5"
"15167" "M" 16 "X76" 0 "2541"
"15168" "M" 17 "X76" 0 "2577.5"
"15169" "M" 18 "X76" 0 "2612.5"
"15170" "M" 19 "X76" 1 "2645"
"15171" "M" 20 "X76" 0 "2735.5"
"15172" "M" 21 "X76" 0 "2790.5"
"15173" "M" 22 "X76" 0 "2896"
"15174" "M" 23 "X76" 1 "2988.5"
"15175" "M" 24 "X76" 0 "3013.5"
"15176" "M" 25 "X76" 0 "3023.5"
"15177" "M" 26 "X76" 0 "2981"
"15178" "M" 27 "X76" 0 "3026.5"
"15179" "M" 28 "X76" 1 "3047"
"15180" "M" 29 "X76" 0 "3184.5"
"15181" "M" 30 "X76" 0 "3195.5"
"15182" "M" 31 "X76" 0 "3150"
"15183" "M" 32 "X76" 0 "3116"
"15184" "M" 33 "X76" 1 "3112"
"15185" "M" 34 "X76" 0 "3167"
"15186" "M" 35 "X76" 0 "3098"
"15187" "M" 36 "X76" 0 "3111.5"
"15188" "M" 37 "X76" 0 "3132.5"
"15189" "M" 38 "X76" 1 "2982.5"
"15190" "M" 39 "X76" 1 "2852.5"
"15191" "M" 40 "X76" 0 "2752.5"
"15192" "M" 41 "X76" 0 "2648"
"15193" "M" 42 "X76" 2 "2612"
"15194" "M" 43 "X76" 1 "2697"
"15195" "M" 44 "X76" 0 "2658.5"
"15196" "M" 45 "X76" 2 "2553.5"
"15197" "M" 46 "X76" 1 "2470"
"15198" "M" 47 "X76" 3 "2401"
"15199" "M" 48 "X76" 7 "2460.5"
"15200" "M" 49 "X76" 2 "2586.5"
"15201" "M" 50 "X76" 1 "2567.5"
"15202" "M" 51 "X76" 6 "2411.5"
"15203" "M" 52 "X76" 3 "2231"
"15204" "M" 53 "X76" 5 "1892"
"15205" "M" 54 "X76" 3 "1626.5"
"15206" "M" 55 "X76" 6 "1659.5"
"15207" "M" 56 "X76" 6 "1672.5"
"15208" "M" 57 "X76" 2 "1703.5"
"15209" "M" 58 "X76" 8 "1970"
"15210" "M" 59 "X76" 8 "2199.5"
"15211" "M" 60 "X76" 7 "2176.5"
"15212" "M" 61 "X76" 11 "2155.5"
"15213" "M" 62 "X76" 13 "2158.5"
"15214" "M" 63 "X76" 7 "2165"
"15215" "M" 64 "X76" 10 "2175"
"15216" "M" 65 "X76" 7 "2244"
"15217" "M" 66 "X76" 17 "2191"
"15218" "M" 67 "X76" 15 "2047.5"
"15219" "M" 68 "X76" 18 "2118"
"15220" "M" 69 "X76" 25 "2064.5"
"15221" "M" 70 "X76" 18 "1965.5"
"15222" "M" 71 "X76" 19 "1931"
"15223" "M" 72 "X76" 17 "1851"
"15224" "M" 73 "X76" 16 "1732"
"15225" "M" 74 "X76" 15 "1584.5"
"15226" "M" 75 "X76" 16 "1524"
"15227" "M" 76 "X76" 18 "1430"
"15228" "M" 77 "X76" 29 "1276"
"15229" "M" 78 "X76" 20 "1224"
"15230" "M" 79 "X76" 15 "930"
"15231" "M" 80 "X76" 7 "585"
"15232" "M" 81 "X76" 7 "500"
"15233" "M" 82 "X76" 7 "515.5"
"15234" "M" 83 "X76" 8 "593"
"15235" "M" 84 "X76" 6 "622"
"15236" "M" 85 "X76" 17 "599"
"15237" "M" 86 "X76" 11 "519.5"
"15238" "M" 87 "X76" 8 "439"
"15239" "M" 88 "X76" 6 "376"
"15240" "M" 89 "X76" 6 "275"
"15241" "M" 90 "X76" 2 "214"
"15242" "M" 91 "X76" 3 "181"
"15243" "M" 92 "X76" 2 "123.5"
"15244" "M" 93 "X76" 4 "58"
"15245" "M" 94 "X76" 4 "25"
"15246" "M" 95 "X76" 3 "15.5"
"15247" "M" 96 "X76" 2 "11"
"15248" "M" 97 "X76" 0 "7"
"15249" "M" 98 "X76" 0 "6"
"15250" "M" 99 "X76" 0 "2"
"15251" "M" 100 "X76" 0 "1"
"15353" "M" 0 "X77" 0 "1029"
"15354" "M" 1 "X77" 0 "1049.5"
"15355" "M" 2 "X77" 0 "1046.5"
"15356" "M" 3 "X77" 0 "1053"
"15357" "M" 4 "X77" 0 "1047.5"
"15358" "M" 5 "X77" 0 "1074.5"
"15359" "M" 6 "X77" 0 "1170"
"15360" "M" 7 "X77" 0 "1213.5"
"15361" "M" 8 "X77" 0 "1251.5"
"15362" "M" 9 "X77" 0 "1269"
"15363" "M" 10 "X77" 0 "1234.5"
"15364" "M" 11 "X77" 0 "1267"
"15365" "M" 12 "X77" 0 "1269"
"15366" "M" 13 "X77" 0 "1274"
"15367" "M" 14 "X77" 0 "1339"
"15368" "M" 15 "X77" 0 "1390"
